SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1715797961.187382, 3.248632, 5.269189, -19.150022, -0.301018, 0.847168, 0.968880, 15.645996, 130.929276, -232.729767
1715797961.220788, 2.280327, 4.996100, -16.545729, -0.214363, -1.018864, 1.213171, 16.209442, 131.188568, -231.991318
1715797961.254029, 2.491167, 4.572476, -16.370653, 0.266012, -1.774844, 1.252200, 16.999146, 131.201538, -231.626038
1715797961.287545, 1.197849, 3.786430, -13.667001, 0.791265, -1.997610, 1.291945, 18.838699, 132.094635, -231.587280
1715797961.320713, 0.381127, 3.435380, -12.182895, 0.546158, -2.795752, 1.016616, 20.832947, 132.219589, -231.582748
1715797961.354130, -0.239570, 3.076848, -12.107478, 1.044559, -2.886882, 0.628071, 23.531662, 132.699127, -232.255493
1715797961.387379, -0.194080, 2.247557, -10.145878, 1.085674, -1.999033, 0.062875, 24.700500, 132.799042, -232.624878
1715797961.420728, -0.257826, 2.001403, -8.715493, 1.142926, -1.875294, -0.472300, 26.474716, 133.417511, -233.497482
1715797961.454082, -0.512210, 1.532289, -7.244854, 1.307902, -1.147672, -0.716744, 27.692123, 134.405945, -234.784607
1715797961.487559, -1.134253, 0.396689, -5.229834, 1.428176, -0.743401, -1.002568, 27.901520, 134.506042, -235.445755
1715797961.520646, -0.672022, 0.560542, -3.664026, 1.785135, -0.605292, -1.373404, 28.020966, 136.137558, -236.385117
1715797961.554034, 0.199018, 0.425569, -0.347758, 1.562845, 0.239425, -1.423630, 27.578293, 138.031723, -237.289261
1715797961.587438, 0.746841, 0.017059, -0.042048, 0.907667, -0.538083, -1.222079, 27.025742, 139.272079, -237.935745
1715797961.620775, 1.315614, -1.172710, -0.021099, 0.462766, -1.064257, -1.030334, 26.921097, 139.749329, -238.037582
1715797961.654239, 1.125125, -2.176778, -1.174655, 0.299178, -0.768652, -0.554876, 27.120407, 140.120911, -238.704285
1715797961.687397, 0.224456, -2.569577, -1.222689, 0.378755, -0.446352, -0.257779, 27.113800, 140.587280, -239.244888
1715797961.720730, -0.241665, -2.886958, -0.242712, 0.282589, 0.049245, -0.081689, 27.145477, 140.395294, -239.478592
1715797961.754069, -0.410905, -3.114707, -0.162357, -0.249408, 0.519805, 0.327392, 27.006134, 140.678665, -239.207794
1715797961.787398, -1.247828, -3.302053, -0.757615, -0.568648, 0.388922, 0.711609, 26.932831, 140.070435, -238.756180
1715797961.820771, -3.158850, -2.625691, -1.837999, -0.659419, 0.359811, 0.751182, 27.062073, 139.814178, -238.576950
1715797961.854089, -2.648436, -1.931971, -3.068918, -0.466402, 0.412939, 0.395537, 27.532303, 139.268829, -238.146332
1715797961.887557, -1.054945, -2.800318, -3.345598, 0.050456, 0.671851, 0.469972, 27.155792, 139.156631, -237.989334
1715797961.920727, -0.223559, -1.323545, -3.326893, 0.091816, 0.412984, 0.690764, 27.257416, 139.054688, -237.550995
