SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1715798027.139125, -2.912546, 4.100070, -11.184064, 0.650767, -0.795500, -2.823820, 22.934540, 136.144196, -233.842194
1715798027.172313, -2.658013, 3.864391, -11.108198, 0.697248, -1.198093, -3.123368, 22.581665, 137.269882, -234.245560
1715798027.205806, -2.002750, 4.245219, -10.641478, 0.673892, -0.887072, -3.468050, 21.948135, 138.143005, -234.789017
1715798027.239015, -1.368137, 4.209455, -10.211270, 0.594129, -0.734957, -3.602925, 20.796982, 138.463699, -235.126068
1715798027.272376, 0.974739, 4.143016, -9.283068, 0.429876, -0.793164, -3.508610, 19.749084, 139.153961, -235.105270
1715798027.305689, 1.249324, 3.870826, -9.228151, 0.145553, -1.332494, -3.408246, 18.342773, 139.299179, -235.222824
1715798027.339016, 2.153135, 3.976021, -9.387216, -0.033393, -1.846899, -3.356492, 17.824158, 139.563461, -235.418839
1715798027.372372, 5.697601, 3.576638, -8.476821, -0.559341, -1.124765, -3.075140, 17.209122, 138.738113, -234.743820
1715798027.405681, 5.799355, 3.343203, -10.089315, -0.828918, -0.352661, -2.741107, 15.953979, 138.073334, -233.929260
1715798027.439037, 6.804920, 2.470816, -10.941651, -0.935815, -1.411850, -2.186821, 15.653778, 137.084320, -233.529785
1715798027.472369, 7.562086, 1.086818, -12.528708, -0.683544, -1.282561, -1.846001, 15.913071, 135.623260, -232.474121
1715798027.505792, 9.650578, 0.199018, -11.307066, -0.213631, 0.162908, -0.961269, 16.238266, 134.320892, -231.948380
1715798027.538990, 7.541286, -0.180463, -10.949582, -0.232745, 0.299406, -0.819544, 16.346436, 133.245773, -231.169495
1715798027.572325, 8.353370, -0.875230, -10.676493, -0.101025, 0.548177, -0.838952, 16.445984, 132.118454, -230.538834
1715798027.605730, 9.816227, -2.077568, -10.743980, -0.142936, -0.123808, 0.167877, 16.045471, 131.443359, -230.450592
1715798027.639016, 7.851186, -2.155380, -10.750564, -0.080711, -0.323879, 0.524956, 16.517059, 132.255844, -230.243179
1715798027.672373, 7.524078, -2.016367, -10.847230, 0.028177, -0.051454, 0.787679, 16.259293, 132.794922, -230.680511
1715798027.705655, 8.708460, -1.041178, -11.304822, 0.196688, 0.102661, 1.238971, 16.072769, 133.887268, -231.487564
1715798027.738948, 9.538948, 0.146046, -10.917410, 0.131627, 0.816679, 1.829105, 15.700058, 135.375854, -231.901123
1715798027.772061, 9.060707, 0.880617, -11.544242, 0.166741, 0.930738, 2.412514, 15.852859, 136.171555, -232.591125
1715798027.805630, 7.265355, 2.331055, -11.423634, 0.305893, 0.236481, 3.076855, 16.316788, 137.117416, -232.949722
1715798027.839026, 4.610335, 3.177555, -10.454581, 0.236972, 1.043532, 3.017790, 16.903915, 137.616409, -233.684555
1715798027.872362, 3.593547, 3.217807, -10.711359, 0.223168, 1.228205, 3.102330, 17.403473, 138.334747, -233.829285
1715798027.905435, 2.809745, 4.160674, -10.436325, 0.317608, 0.251120, 3.604148, 18.010666, 138.211655, -234.101562
1715798027.939076, 0.518494, 4.183418, -9.588628, 0.258067, 0.118533, 3.492026, 19.928802, 138.295090, -234.448380
1715798027.972402, -0.326360, 4.198532, -9.526977, 0.238708, 0.635417, 3.330594, 21.350494, 138.232941, -235.018188
1715798028.005682, -1.561468, 3.917363, -9.353847, 0.055988, 0.564287, 3.274234, 21.993179, 138.338409, -234.658691
1715798028.039020, -2.743755, 4.044854, -9.914090, 0.002087, 0.222215, 2.930479, 23.396240, 137.798477, -234.999985
1715798028.072357, -3.625570, 3.948039, -10.382007, 0.040237, 0.399299, 2.534119, 24.368759, 136.854050, -234.821304
1715798028.105747, -3.013252, 3.800945, -10.344448, 0.103926, 0.736816, 2.293115, 24.819809, 136.832962, -234.936951
1715798028.139029, -3.227683, 4.279187, -9.731981, -0.145127, 0.782026, 2.140550, 25.170639, 135.899246, -234.799316
1715798028.172361, -3.755904, 4.120720, -10.162039, -0.464003, 0.769403, 1.962891, 25.590393, 135.131226, -234.407639
1715798028.205695, -4.783016, 3.867384, -11.439496, -0.548935, 0.642736, 1.613308, 25.697693, 134.192184, -234.361160
1715798028.239015, -5.217115, 2.793884, -12.731467, -0.262395, 0.232061, 1.506053, 25.933563, 133.865631, -234.135391
1715798028.272362, -6.253206, 2.453907, -11.957691, 0.009510, -0.016228, 1.007409, 26.206940, 133.368195, -234.020233
1715798028.305785, -6.936601, 2.632874, -11.364228, 0.005273, 0.310985, 0.453785, 26.891754, 133.166641, -233.854904
1715798028.339027, -6.536320, 1.845780, -11.518953, 0.066954, 0.382267, 0.224222, 26.346588, 133.070984, -233.832794
1715798028.372366, -7.597400, 1.649455, -10.904092, 0.122509, -0.239108, -0.209178, 26.303284, 133.139664, -233.845688
1715798028.405696, -8.142081, 1.786673, -10.733954, 0.181931, -0.295212, -0.850979, 26.346756, 133.193924, -234.282516
1715798028.439047, -5.875820, 2.607136, -10.921899, 0.268132, -0.363924, -1.227546, 26.220901, 133.979919, -234.479080
1715798028.472363, -5.473594, 3.429395, -10.676344, 0.235826, -0.650450, -1.585911, 26.126480, 134.291626, -234.637817
1715798028.505732, -5.372439, 3.491195, -10.873716, 0.108292, -0.585572, -2.051495, 26.083527, 134.936478, -234.478821
1715798028.539095, -4.759673, 3.484611, -11.046547, 0.171757, -0.359021, -2.384883, 25.010406, 135.898514, -234.899811
1715798028.572387, -4.843171, 3.862147, -11.295245, 0.304694, -0.703533, -2.983064, 24.854172, 136.499130, -234.713791
1715798028.605701, -3.434333, 4.191200, -10.943148, 0.264203, -1.081074, -3.382877, 23.729675, 137.393845, -234.895126
1715798028.639137, -1.009156, 4.404583, -10.705822, 0.175334, -0.957956, -3.469549, 23.064163, 137.989685, -235.384033
1715798028.672360, 1.072153, 4.051887, -11.103260, 0.286107, -0.627696, -3.369844, 22.199371, 138.671982, -235.576202
1715798028.705705, 0.714669, 4.047697, -10.636091, 0.221095, -1.267620, -3.380652, 21.258316, 139.228745, -235.633163
1715798028.739029, 2.238878, 4.115633, -9.467272, 0.025016, -0.827419, -3.466806, 19.720062, 139.681580, -235.592941
1715798028.772324, 4.597466, 2.615366, -9.283218, -0.118376, -0.875053, -3.015966, 18.663910, 139.734253, -235.156326
1715798028.805671, 2.975843, 2.350059, -9.524733, -0.420994, -1.324609, -2.819990, 18.494995, 139.803268, -234.873215
1715798028.839064, 4.319140, 1.943792, -9.800814, -0.514260, -0.662448, -2.945972, 17.600540, 138.912857, -234.456848
1715798028.872479, 6.705860, 0.527921, -11.269657, -0.459654, -0.879730, -2.383768, 16.887802, 137.960190, -233.779587
1715798028.905704, 6.242731, 0.012570, -11.756727, -0.222397, -1.005961, -1.792374, 17.145081, 137.448181, -233.539627
1715798028.939037, 5.340267, -0.329652, -10.932823, -0.249408, -0.564978, -1.831509, 17.114182, 135.981857, -232.899567
1715798028.972474, 6.823774, -1.189769, -10.521618, -0.211607, 0.090440, -1.592142, 16.983353, 134.197876, -232.058517
1715798029.005687, 7.199215, -1.574487, -10.528801, -0.244498, -0.221581, -0.931869, 16.611099, 132.586288, -231.495361
1715798029.039036, 23.324313, -3.873220, -10.534338, -0.262210, -0.876508, 0.821744, 16.671188, 130.464630, -230.723770
1715798029.072414, 1.970428, -1.720683, -9.173833, -0.605920, -0.073296, -0.298113, 17.324951, 131.126389, -230.956070
1715798029.105703, 9.133580, -1.581071, -13.564350, 0.003950, 0.151526, 0.330871, 16.671753, 132.321106, -231.211975
1715798029.139039, 10.905888, -0.405668, -12.887389, 0.402920, 0.623348, 1.252102, 16.851318, 133.263428, -231.382965
1715798029.172343, 7.831434, -0.304812, -11.261726, 0.407452, 0.441132, 1.963359, 16.670822, 135.510559, -232.357956
1715798029.205865, 3.609858, -0.087089, -10.030807, 0.086991, 0.158371, 2.278736, 17.149200, 136.745163, -232.998306
1715798029.239038, 4.782717, -0.376039, -11.071537, 0.286652, 0.912104, 2.359219, 17.369415, 137.448074, -233.647644
1715798029.272372, 3.820248, -0.278027, -9.822362, 0.202677, 0.917794, 2.782537, 17.683548, 138.104126, -234.007538
1715798029.305703, 1.831864, 0.039953, -10.214712, 0.061141, 0.553219, 2.597759, 18.328827, 138.496964, -234.349701
1715798029.339038, 2.444630, -0.182558, -10.021230, 0.040376, 0.404268, 2.725385, 19.455963, 138.572891, -234.695740
1715798029.372373, 2.377293, 0.510863, -10.962750, 0.324021, 0.448846, 3.069430, 19.828735, 138.569611, -234.627457
1715798029.405711, 1.049259, 1.996615, -10.185981, 0.380512, 0.357391, 3.161783, 21.089523, 138.689941, -234.912964
1715798029.439062, -0.450559, 2.736872, -10.043826, 0.385598, 0.652087, 2.825588, 22.353989, 138.396622, -235.092361
1715798029.472385, -0.060753, 3.005920, -9.848848, 0.301842, 0.766473, 2.807816, 22.912155, 138.825027, -235.497879
1715798029.505754, -0.702399, 3.644424, -10.167726, 0.305418, 0.910186, 2.783041, 23.571136, 137.758896, -235.263214
1715798029.539045, -1.944541, 3.934870, -9.472958, 0.156754, 0.958046, 2.582019, 24.251099, 137.535065, -235.349365
1715798029.572377, -2.593968, 3.639785, -9.448567, -0.146335, 0.839430, 2.276839, 24.436401, 137.234390, -235.254944
1715798029.605790, -2.011728, 3.250578, -10.675296, -0.099471, 0.950058, 2.257447, 25.121735, 136.439621, -235.080780
1715798029.639012, -3.045873, 3.314174, -10.448296, -0.204541, 0.804587, 1.894974, 25.644623, 135.824478, -234.921951
1715798029.672378, -2.381782, 2.813786, -11.221174, -0.104859, 0.650544, 1.746291, 25.806122, 135.097076, -234.515671
1715798029.705710, -2.348413, 2.963273, -11.109844, -0.047329, 0.435848, 1.682199, 25.802856, 134.596695, -234.355469
1715798029.739032, -3.063381, 3.512892, -10.965444, -0.006135, 0.409724, 1.619568, 26.088989, 134.040909, -234.352493
1715798029.772351, -4.403835, 3.361459, -10.656292, -0.247044, 0.365837, 1.273108, 26.073242, 133.316864, -234.004837
1715798029.805771, -5.289240, 2.882170, -10.933272, -0.242236, 0.252499, 0.942799, 26.297775, 132.959747, -234.267029
1715798029.839048, -6.594380, 1.835455, -10.937761, -0.310700, 0.090486, 0.574130, 26.613632, 132.877899, -234.132156
1715798029.872409, -7.596054, 1.057938, -11.196334, -0.395305, 0.242316, -0.035063, 26.549805, 132.534958, -233.613754
